artist,url,life,artworks
Jean-Francois Millet,/en/jean-francois-millet,1814 - 1875,129
Milos Pavlovic,/en/milos-pavlovic,born c.1995,11
D. Jeffrey Mims,/en/d-jeffrey-mims,born 1954,10
Jean Miotte,/en/jean-miotte,born 1926,19
George Demetrescu Mirea,/en/george-demetrescu-mirea,1852 - 1934,23
Joan Miro,/en/joan-miro,1893 - 1983,200
Boyukagha Mirzazade,/en/boyukagha-mirzazade,1921 - 2007,16
Miss.Tic,/en/miss-tic,born 1956,13
Charles William Mitchell,/en/charles-william-mitchell,1854 - 1903,4
Joan Mitchell,/en/joan-mitchell,1925 - 1992,62
Tosa Mitsuoki,/en/tosa-mitsuoki,1617 - 1691,14
Paula Modersohn-Becker,/en/paula-modersohn-becker,1876 - 1907,102
Amedeo Modigliani,/en/amedeo-modigliani,1884 - 1920,349
Nasreen Mohamedi,/en/nasreen-mohamedi,1937 - 1990,27
Mohammad Hadi Tajvidi,/en/mohammad-hadi-tajvidi,1892 - 1940,6
Bahman Mohasses,/en/bahman-mohasses,1931 - 2010,30
Laszlo Moholy-Nagy,/en/laszlo-moholy-nagy,1895 - 1946,71
Louise Moillon,/en/louise-moillon,1609 - 1696,14
Jan Miense Molenaer,/en/jan-miense-molenaer,1610 - 1668,35
Guido Molinari,/en/guido-molinari,1933 - 2004,26
Pierre Molinier,/en/pierre-molinier,1900 - 1976,10
Lorenzo Monaco,/en/lorenzo-monaco,1370 - 1425,10
Aldo Mondino,/en/aldo-mondino,1938 - 2005,25
Piet Mondrian,/en/piet-mondrian,1872 - 1944,100
Claude Monet,/en/claude-monet,1840 - 1926,1369
Roberto Montenegro,/en/robert-montenegro,1885 - 1968,9
Adolphe Joseph Thomas Monticelli,/en/adolphe-joseph-thomas-monticelli,1824 - 1886,39
Montserrat Gudiol,/en/montserrat-gudiol,1933 - 2015,15
Jeremy Moon,/en/jeremy-moon,1934 - 1973,39
Albert Joseph Moore,/en/albert-joseph-moore,1841 - 1893,43
Henry Moore,/en/henry-moore,1898 - 1986,33
Henry Moore,/en/henry-moore-ra,1831 - 1895,6
Graca Morais,/en/graca-morais,born 1942,20
Yiannis Moralis,/en/yiannis-moralis,1916 - 2009,82
Thomas Moran,/en/thomas-moran,1837 - 1926,37
Giorgio Morandi,/en/giorgio-morandi,1890 - 1964,66
Gustave Moreau,/en/gustave-moreau,1826 - 1898,167
Johannes Moreelse,/en/johannes-moreelse,c.1603 - 1634,11
Francois Morellet,/en/francois-morellet,born 1926,33
Frederick Morgan,/en/frederick-morgan,c.1850 - 1927,58
David Morier,/en/david-morier,c.1705 - 1770,13
Berthe Morisot,/en/berthe-morisot,1841 - 1895,242
George Morland,/en/george-morland,1763 - 1804,87
Malcolm Morley,/en/malcolm-morley,born 1931,19
Desmond Morris,/en/desmond-morris,born 1928,38
Robert Morris,/en/robert-morris,1931 - 2018,24
Sarah Morris,/en/sarah-morris,born 1967,15
William Morris,/en/william-morris,1834 - 1896,14
Norval Morrisseau,/en/norval-morrisseau,born 1931,85
Richard Mortensen,/en/richard-mortensen,1910 - 1993,12
Morteza Katouzian,/en/morteza-katouzian,born 1943,54
Koloman Moser,/en/koloman-moser,1868 - 1918,197
Olivier Mosset,/en/olivier-mosset,born 1944,17
Robert Motherwell,/en/robert-motherwell,1915 - 1991,0
Archibald Motley,/en/archibald-motley,c.1891 - c.1981,45
Sadamasa Motonaga,/en/sadamasa-motonaga,1922 - 2011,28
Henri-Paul Motte,/en/henri-motte,1846 - 1922,12
Ivan Mrkviсka,/en/ivan-mrkvicka,1856 - 1938,54
Sun Mu,/en/sun-mu,born c.1972,21
Alphonse Mucha,/en/alphonse-mucha,1860 - 1939,158
Leonid Muchnyk,/en/leonid-muchnyk,1896 - 1966,9
Otto Muehl,/en/otto-myul,1925 - 2013,34
Otto Mueller,/en/otto-mueller,1874 - 1930,190
Stephen Mueller,/en/stephen-mueller,1947 - 2011,10
Omer Mujadžić,/en/omer-mujadzic,1903 - 1991,25
Craig Mullins,/en/craig-mullins,born 1964,34
Bruno Munari,/en/bruno-munari,1907 - 1998,33
Edvard Munch,/en/edvard-munch,1863 - 1944,190
Vik Muniz,/en/vik-muniz,born 1961,0
Mihaly Munkacsy,/en/mihaly-munkacsy,1844 - 1900,35
Gabriele Munter,/en/gabriele-munter,1877 - 1962,33
Takashi Murakami,/en/takashi-murakami,born 1962,34
Mykola Murashko,/en/mykola-murashko,1844 - 1909,13
Oleksandr Murashko,/en/oleksandr-murashko,1875 - 1919,27
Bartolome Esteban Murillo,/en/bartolome-esteban-murillo,1617 - 1682,184
Catherine Murphy,/en/catherine-murphy,born 1946,10
Ahmad Musa,/en/ahmad-musa,fl.c. 1320,14
Wangechi Mutu,/en/wangechi-mutu,born 1972,10
Samuel Mutzner,/en/samuel-mutzner,1884 - 1959,68
Grigoriy Myasoyedov,/en/grigoriy-myasoyedov,1834 - 1911,28
Dimitris Mytaras,/en/dimitris-mytaras,born 1934,70
Carlos Nadal,/en/carlos-nadal,1917 - 1998,10
Istvan Nagy,/en/istvan-nagy,1873 - 1937,35
Nakagawa Soen,/en/nakagawa-soen,1907 - 1984,9
Nakahara Nantenbo,/en/nakahara-nantenbo,1839 - 1925,25
Doreen Reid Nakamarra,/en/doreen-reid-nakamarra,c.1955 - 2009,10
Kazuo Nakamura,/en/kazuo-nakamura,1926 - 2002,37
Tadashi Nakayama,/en/tadashi-nakayama,born 1927,24
Reuben Nakian,/en/reuben-nakian,1897 - 1986,26
Dmitry Nalbandyan,/en/dmitry-nalbandyan,1906 - 1993,8
Francis Naranjo,/en/francis-naranjo,born 1961,47
Akkitham Narayanan,/en/akkitham-narayanan,born 1939,17
Heorhiy Narbut,/en/heorhiy-narbut,1886 - 1920,110
Paul Nash,/en/paul-nash,1889 - 1946,133
Rafa Nasiri,/en/rafa-nasiri,born 1940,18
August Natterer,/en/august-natterer,1868 - 1933,11
Jean-Marc Nattier,/en/jean-marc-nattier,1685 - 1766,18
Bruce Nauman,/en/bruce-nauman,born 1941,15
Vangel Naumovski,/en/vangel-naumovski,1924 - 2006,22
Ernst Wilhelm Nay,/en/ernst-wilhelm-nay,1902 - 1968,35
Vyacheslav Nazaruk,/en/vyacheslav-nazaruk,born 1941,45
Paul Neagu,/en/paul-neagu,1938 - 2004,0
Radi Nedelchev,/en/radi-nedelchev,1938 - 2007,25
Alice Neel,/en/alice-neel,1900 - 1984,25
Edgar Negret,/en/edgar-negret,1920 - 2012,10
LeRoy Neiman,/en/leroy-neiman,1921 - 2012,22
Plautilla Nelli,/en/plautilla-nelli,1524 - 1588,7
Nemanja Vuckovic,/en/nemanja-vuckovic,born 1990,23
Aurelie Nemours,/en/aurelie-nemours,1910 - 2005,22
Odd Nerdrum,/en/odd-nerdrum,born 1944,114
Manuel Neri,/en/manuel-neri,born 1930,16
Eduardo Nery,/en/eduardo-nery,1938 - 2013,40
Mikhail Nesterov,/en/mikhail-nesterov,1862 - 1942,137
Ernesto Neto,/en/ernesto-neto,born 1964,10
Louise Nevelson,/en/louise-nevelson,1899 - 1988,15
C. R. W. Nevinson,/en/c-r-w-nevinson,1889 - 1946,104
Barnett Newman,/en/barnett-newman,1905 - 1970,86
Victo Ngai,/en/victo-ngai,born 1988,12
Nguyen Dinh Dang,/en/nguyen-dinh-dang,born 1958,9
Ni Zan,/en/ni-zan,1301 - 1374,7
Costas Niarchos,/en/costas-niarchos,born 1945,22
Nicholas of Verdun,/en/nicholas-of-verdun,c.1130 - c.1230,57
Ben Nicholson,/en/ben-nicholson,1894 - 1982,22
Winifred Nicholson,/en/winifred-nicholson,1893 - 1981,12
Robert Nickle,/en/robert-nickle,1919 - 1980,13
Ion Nicodim,/en/ion-nicodim,1932 - 2007,8
Kay Nielsen,/en/kay-nielsen,1886 - 1957,43
Mario Nigro,/en/mario-nigro,1917 - 1992,10
Ivan Nikitin,/en/ivan-nikitin,c.1690 - 1741,19
Nikos Nikolaou,/en/nikos-nikolaou,1909 - 1986,35
Ike no Taiga,/en/ike-no-taiga,1723 - 1776,45
Noguchi Isamu,/en/noguchi-isamu,1904 - 1988,53
Sa Nogueira,/en/sa-nogueira,1921 - 2002,27
Sidney Nolan,/en/sidney-nolan,1917 - 1992,22
Kenneth Noland,/en/kenneth-noland,1924 - 2010,0
Emil Nolde,/en/emil-nolde,1867 - 1956,50
Marianne North,/en/marianne-north,1830 - 1890,102
Guity Novin,/en/guity-novin,born 1944,3
Andrzej Nowacki,/en/andrzej-nowacki,born 1953,26
Jerzy Nowosielski,/en/jerzy-nowosielski,1923 - 2011,12
Requena Nozal,/en/requena-nozal,born 1947,36
Emmerico Nunes,/en/emmerico-nunes,1888 - 1968,13
Nuri Iyem,/en/nuri-iyem,1905 - 2005,18
Romul Nutiu,/en/romul-nutiu,1932 - 2012,74
Jim Nutt,/en/jim-nutt,born 1938,15
Mario Nuzzi,/en/mario-nuzzi,1603 - 1673,15
Alejandro Obregon,/en/alejandro-obregon,1920 - 1992,10
Octavio Ocampo,/en/octavio-ocampo,born 1943,36
Jacob Ochtervelt,/en/jacob-ochtervelt,1634 - 1682,31
John O'Connor,/en/john-o-connor,1830 - 1889,16
Albert Oehlen,/en/albert-oehlen,born 1954,11
Richard Oelze,/en/richard-oelze,1900 - 1980,15
Chris Ofili,/en/chris-ofili,born 1968,16
Doug Ohlson,/en/doug-ohlson,1936 - 2010,24
Rolf Ohst,/en/rolf-ohst,born 1952,13
Helio Oiticica,/en/helio-oiticica,1937 - 1980,16
Kenzo Okada,/en/kenzo-okada,1902 - 1982,22
Taro Okamoto,/en/taro-okamoto,1911 - 1996,10
Georgia O'Keeffe,/en/georgia-o-keeffe,1887 - 1986,237
Okumura Togyu,/en/togyu-okumura,1889 - 1990,11
Necmeddin Okyay,/en/necmeddin-okyay,1883 - 1976,17
Claes Oldenburg,/en/claes-oldenburg,born 1929,23
Mikhail Olennikov,/en/olennikov-mikhail-zinovevich,1934 - c.2014,24
Jules Olitski,/en/jules-olitski,1922 - 2007,0
Nathan Oliveira,/en/nathan-oliveira,1928 - 2010,33
Francisco Oller,/en/francisco-oller,1833 - 1917,27
Mihai Olos,/en/mihai-olos,1940 - 2015,16
Olowe of Ise,/en/olowe-of-ise,c.1873 - c.1938,13
Albert Julius Olsson,/en/albert-julius-olsson,1864 - 1942,46
Koshiro Onchi,/en/koshiro-onchi,1891 - 1955,40
Robert Julian Onderdonk,/en/robert-julian-onderdonk,1882 - 1922,128
Fusun Onur,/en/fusun-onur,born 1938,18
Roman Opalka,/en/roman-opalka,1931 - 2011,15
Julian Opie,/en/julian-opie,born 1958,13
Dennis Oppenheim,/en/dennis-oppenheim,1938 - 2011,11
Meret Oppenheim,/en/meret-oppenheim,1913 - 1985,18
Max Oppenheimer,/en/max-oppenheimer,1885 - 1954,16
Silviu Oravitzan,/en/silviu-oravitzan,born 1941,21
Orazio Gentileschi,/en/orazio-gentileschi,1563 - 1639,28
Volodymyr Orlovsky,/en/volodymyr-orlovsky,1842 - 1914,66
Alexander Orlowski,/en/alexander-orlowski,1777 - 1832,33
Jose Clemente Orozco,/en/jose-clemente-orozco,1883 - 1949,37
Carlos Orozco Romero,/en/carlos-orozco-romero,1896 - 1984,23
William Orpen,/en/william-orpen,1878 - 1931,68
Monique Orsini,/en/monique-orsini,born 1937,36
Hafiz Osman,/en/hafiz-osman,1642 - 1698,14
Adriaen van Ostade,/en/adriaen-van-ostade,1610 - 1685,91
Isaac van Ostade,/en/isaac-van-ostade,1621 - 1649,21
Anna Ostroumova-Lebedeva,/en/anna-ostroumova-lebedeva,1871 - 1955,95
Jorge Oteiza,/en/jorge-oteiza,1908 - 2003,0
Petre Otskheli,/en/petre-oc-xeli,1907 - 1937,21
Otto Constantin,/en/otto-constantin,born 1990,5
Jean-Baptiste Oudry,/en/jean-baptiste-oudry,1686 - 1755,20
Ramon Oviedo,/en/ramon-oviedo,born 1924,41
Owon,/en/owon,1843 - 1897,14
Amedee Ozenfant,/en/amedee-ozenfant,1886 - 1966,16
Wolfgang Paalen,/en/wolfgang-paalen,1905 - 1959,35
Joseph Pace,/en/joseph-pace,born 1959,7
Ion Pacea,/en/ion-pacea,1924 - 1999,56
Francisco Pacheco,/en/francisco-pacheco,1564 - 1644,26
Dimitrie Paciurea,/en/dimitrie-paciurea,1875 - 1932,16
Nam June Paik,/en/nam-june-paik,1932 - 2006,22
Grace Pailthorpe,/en/grace-pailthorpe,1883 - 1971,13
Abraham Palatnik,/en/abraham-palatnik,born 1928,35
Pablo Palazuelo,/en/pablo-palazuelo,1916 - 2007,24
Blinky Palermo,/en/blinky-palermo,1943 - 1977,23
Theodor Pallady,/en/theodor-pallady,1871 - 1956,58
Samuel Palmer,/en/samuel-palmer,1805 - 1881,36
Victor Palmov,/en/victor-palmov,1888 - 1929,21
Antonio Palolo,/en/antonio-palolo,1946 - 2000,35
Arthur Pan,/en/arthur-pan,1894 - 1983,8
Jose Pancetti,/en/jose-pancetti,1902 - 1958,33
Giovanni Paolo Panini,/en/giovanni-paolo-panini,1691 - 1765,21
Józef Pankiewicz,/en/jozef-pankiewicz,1866 - 1940,27
Pericles Pantazis,/en/pericles-pantazis,1849 - 1884,35
Ion Pantilie,/en/ion-pantilie,born 1945,10
Giulio Paolini,/en/giulio-paolini,born 1940,15
Eduardo Paolozzi,/en/eduardo-paolozzi,1924 - 2005,17
Spyros Papaloukas,/en/spyros-papaloukas,1892 - 1957,52
Georges Papazoff,/en/georges-papazoff,1894 - 1972,28
Lygia Pape,/en/lygia-pape,1927 - 2004,73
Anatoli Papian,/en/anatoli-papian,1924 - 2007,4
Sergei Parajanov,/en/sergei-parajanov,1924 - 1990,25
Mimi Parent,/en/mimi-parent,1924 - 2005,22
Luis Paret y Alcazar,/en/luis-paret-y-alcazar,1746 - 1799,27
David Park,/en/david-park,1911 - 1960,17
Cornelia Parker,/en/cornelia-parker,born 1956,25
Ray Parker,/en/ray-parker,1922 - 1990,27
Michel Parmentier,/en/michel-parmentier,1938 - 2000,10
Parmigianino,/en/parmigianino,1503 - 1540,45
Graydon Parrish,/en/graydon-parrish,born 1970,12
Maxfield Parrish,/en/maxfield-parrish,1870 - 1966,39
Alfred Parsons,/en/alfred-parsons,1847 - 1920,24
Betty Parsons,/en/betty-parsons,1900 - 1982,34
Jurgen Partenheimer,/en/jurgen-partenheimer,born 1947,15
Konstantinos Parthenis,/en/konstantinos-parthenis,1878 - 1967,61
Jules Pascin,/en/jules-pascin,1885 - 1930,16
Helen Pashgian,/en/helen-pashgian,born 1934,14
Victor Pasmore,/en/victor-pasmore,1908 - 1998,35
Cesar Paternosto,/en/cesar-paternosto,born 1931,17
Joachim Patinir,/en/joachim-patinir,c.1480 - 1524,22
Pietropoli Patrick,/en/patrick-pietropoli,born 1953,52
Georg Pauli,/en/georg-pauli,1855 - 1935,33
Paulo Tercio,/en/paulo-tercio,born 1968,21
Paul Paun,/en/paul-paun,1915 - 1994,15
Paweł Kluza,/en/kluza,born 1983,7
Charles Willson Peale,/en/charles-willson-peale,1741 - 1827,64
Rembrandt Peale,/en/rembrandt-peale,1778 - 1860,70
Charles Sprague Pearce,/en/charles-sprague-pearce,1851 - 1914,33
Philip Pearlstein,/en/philip-pearlstein,born 1924,15
Max Pechstein,/en/max-pechstein,1881 - 1955,77
Paul Peel,/en/paul-peel,1860 - 1892,40
Clara Peeters,/en/clara-peeters,c.1594 - c.1657,12
Henk Peeters,/en/henk-peeters,1925 - 2013,13
Werner Peiner,/en/werner-peiner,1897 - 1984,22
Agnes Lawrence Pelton,/en/agnes-lawrence-pelton,1881 - 1961,21
Tia Peltz,/en/tia-peltz,1923 - 1999,36
George Pemba,/en/george-pemba,1912 - 2001,49
Giuseppe Penone,/en/giuseppe-penone,born 1947,23
Samuel Peploe,/en/samuel-peploe,1871 - 1935,252
Jules Perahim,/en/jules-perahim,1914 - 2008,65
Peter Laszlo Peri,/en/peter-laszlo-peri,1889 - 1967,11
Constant Permeke,/en/constant-permeke,1886 - 1952,35
Vasily Perov,/en/vasily-perov,1834 - 1882,184
Nicola Perscheid,/en/nicola-perscheid,1864 - 1930,99
Pietro Perugino,/en/pietro-perugino,1446 - 1524,178
Antoine Pesne,/en/antoine-pesne,1683 - 1757,69
Johann Anton de Peters,/en/johann-anton-de-peters,1725 - 1795,12
Roland Petersen,/en/roland-petersen,born 1926,14
Denis Peterson,/en/denis-peterson,,10
Gheorghe Petrascu,/en/gheorghe-petrascu,1872 - 1949,0
Kuzma Petrov-Vodkin,/en/kuzma-petrov-vodkin,1878 - 1939,233
Anatol Petrytsky,/en/anatol-petrytsky,1895 - 1964,13
John Pettie,/en/john-pettie,1839 - 1893,46
Emilio Pettoruti,/en/pettoruti,1892 - 1971,7
Kathleen Petyarre,/en/kathleen-petyarre,born c.1940,10
Phase 2,/en/phase-2,,13
Theodor Philipsen,/en/theodor-philipsen,1840 - 1920,23
Marjorie Acker Phillips,/en/marjorie-acker-phillips,1895 - 1985,14
Peter Phillips,/en/peter-phillips,born 1939,15
Gianni Piacentino,/en/gianni-piacentino,born 1945,14
Francis Picabia,/en/francis-picabia,1879 - 1953,131
Pablo Picasso,/en/pablo-picasso,1881 - 1973,1160
Otto Piene,/en/otto-piene,1928 - 2014,7
Pierre-Auguste Cot,/en/pierre-auguste-cot,1837 - 1883,14
Joan Hernandez Pijuan,/en/joan-hernandez-pijuan,1931 - 2005,40
Constantin Piliuta,/en/constantin-piliuta,1929 - 2003,55
Arthur Pinajian,/en/arthur-pinajian,1914 - 1999,17
Pino Pinelli,/en/pino-pinelli,born 1938,19
Stanley Pinker,/en/stanley-pinker,1924 - 2012,43
Albert Pinkham Ryder,/en/albert-pinkham-ryder,1847 - 1917,27
Giuseppe Pinot-Gallizio,/en/giuseppe-pinot-gallizio,1902 - 1964,14
Pinturicchio,/en/pinturicchio,1454 - 1513,23
Johann Georg Pinzel,/en/johann-georg-pinzel,c.1707 - c.1761,45
Horace Pippin,/en/horace-pippin,1888 - 1946,58
Giovanni Battista Piranesi,/en/giovanni-battista-piranesi,1720 - 1778,1354
Maximilian Pirner,/en/maximilian-pirner,1853 - 1924,30
Niko Pirosmani,/en/niko-pirosmani,1862 - 1918,220
Pisanello,/en/pisanello,c.1395 - 1455,21
Camille Pissarro,/en/camille-pissarro,1830 - 1903,890
Michelangelo Pistoletto,/en/michelangelo-pistoletto,born 1933,16
Angel Planells,/en/angel-planells,1901 - 1989,27
Marko Pogacnik,/en/marko-pogacnik,born 1944,23
Vasily Polenov,/en/vasily-polenov,1844 - 1927,246
Serge Poliakoff,/en/serge-poliakoff,1906 - 1969,22
Leon Polk Smith,/en/leon-polk-smith,1906 - 1996,17
Sigmar Polke,/en/sigmar-polke,1941 - 2010,25
Jackson Pollock,/en/jackson-pollock,1912 - 1956,86
Gio Pomodoro,/en/gio-pomodoro,1930 - 2002,16
Joan Ponc,/en/joan-ponc,1927 - 1984,67
Fernando García Ponce,/en/fernando-garcia-ponce,1933 - 1987,20
Louis Pons,/en/louis-pons,born 1927,15
Jacopo Pontormo,/en/jacopo-pontormo,1494 - 1557,105
Juriaen Pool,/en/juriaen-pool,1665 - 1745,6
Larry Poons,/en/larry-poons,born 1937,0
Alexander Pope,/en/alexander-pope,1849 - 1924,22
Stefan Popescu,/en/stefan-popescu,1872 - 1948,37
Vasile Popescu,/en/vasile-popescu,1894 - 1944,19
Lyubov Popova,/en/lyubov-popova,1889 - 1924,36
Bertalan Por,/en/bertalan-por,1880 - 1964,23
Fairfield Porter,/en/fairfield-porter,1907 - 1975,23
Candido Portinari,/en/candido-portinari,1903 - 1962,66
Rene Portocarrero,/en/rene-portocarrero,1912 - 1985,26
Vieira Portuense,/en/vieira-portuense,1765 - 1805,11
Jose Guadalupe Posada,/en/jose-guadalupe-posada,1852 - 1913,54
Charlotte Posenenske,/en/charlotte-posenenske,1930 - 1985,37
Mily Possoz,/en/mily-possoz,1888 - 1968,19
Laslett John Pott,/en/laslett-john-pott,1837 - 1898,22
Beatrix Potter,/en/beatrix-potter,1866 - 1943,32
Edward Henry Potthast,/en/edward-henry-potthast,1857 - 1927,41
Henrique Pousao,/en/henrique-pousao,1859 - 1884,19
Richard Pousette-Dart,/en/richard-pousette-dart,1916 - 1992,54
Nicolas Poussin,/en/nicolas-poussin,1594 - 1665,117
Charles Martin Powell,/en/charles-martin-powell,1775 - 1824,15
Edward Poynter,/en/edward-poynter,1836 - 1919,42
Jorge Pardo,/en/jorge-prado,born 1963,21
Enrico Prampolini,/en/enrico-prampolini,1894 - 1956,35
Karl Prantl,/en/karl-prantl,1923 - 2010,10
Mario Prassinos,/en/mario-prassinos,1916 - 1985,37
Lidy Prati,/en/lidy-prati,1921 - 2008,10
Mary Pratt,/en/mary-pratt,born 1935,15
Maurice Prendergast,/en/maurice-prendergast,1858 - 1924,379
Mattia Preti,/en/mattia-preti,1613 - 1699,32
Kenneth Price,/en/kenneth-price,1935 - 2012,12
Maria Primachenko,/en/maria-primachenko,1908 - 1997,119
Stephen Prina,/en/stephen-prina,born 1954,11
Richard Prince,/en/richard-prince,born 1949,10
Kim Prisu,/en/kim-prisu,born 1962,14
Patrick Procktor,/en/patrick-procktor,1936 - 2003,38
Jan Provoost,/en/jan-provoost,c.1462 - 1529,15
Pierre-Paul Prud'hon,/en/pierre-paul-prud-hon,1758 - 1823,109
Vilhelms Purvitis,/en/vilhelms-purvitis,1872 - 1945,16
Pierre Puvis de Chavannes,/en/pierre-puvis-de-chavannes,1824 - 1898,71
Victor Puzyrkov,/en/victor-puzyrkov,1918 - 1999,20
Howard Pyle,/en/howard-pyle,1853 - 1911,78
Mykola Pymonenko,/en/mykola-pymonenko,1862 - 1912,46
Qi Baishi,/en/qi-baishi,1864 - 1957,91
Qiu Ying,/en/qiu-ying,1494 - 1552,25
Robert Qualters,/en/robert-qualters,born 1934,15
Giacomo Quarenghi,/en/giacomo-quarenghi,1744 - 1817,11
John Quidor,/en/john-quidor,1801 - 1881,10
Carmelo Arden Quin,/en/carmelo-arden-quin,1913 - 2010,15
Lee Quinones,/en/lee-quinones,born 1960,13
Benito Quinquela Martin,/en/benito-quinquela-martin,1890 - 1977,19
Tal R,/en/tal-r,born c.1967,20
Arthur Rackham,/en/arthur-rackham,1867 - 1939,161
Henry Raeburn,/en/henry-raeburn,1756 - 1823,58
Markus Raetz,/en/markus-raetz,born 1941,14
Jesus Rafael Soto,/en/jesus-rafael-soto,1923 - 2005,27
Rafal Bujnowski,/en/rafal-bujnowski,born 1974,9
Albert Rafols-Casamada,/en/albert-rafols-casamada,1923 - 2009,28
Arnulf Rainer,/en/arnulf-rainer,born 1929,15
Mustafa Rakim,/en/mustafa-rakim,1757 - 1826,19
Vlada Ralko,/en/vlada-ralko,born 1969,40
Ramirez Villamizar,/en/ramirez-villamizar,1922 - 2004,17
Mel Ramos,/en/mel-ramos,born 1935,0
Allan Ramsay,/en/allan-ramsay,1713 - 1784,45
Mel Ramsden,/en/mel-ramsden,born 1944,5
Paul Ranson,/en/paul-ranson,1864 - 1909,56
Raphael,/en/raphael,1483 - 1520,184
Antonietta Raphael,/en/antonietta-raphael,1895 - 1975,26
Sonya Rapoport,/en/sonya-rapoport,born 1923,13
Raquel Forner,/en/raquel-forner,born 1902,6
Jerg Ratgeb,/en/jerg-ratgeb,c.1480 - 1526,8
Neo Rauch,/en/neo-rauch,born 1960,18
Robert Rauschenberg,/en/robert-rauschenberg,1925 - 2008,156
Roger Raveel,/en/roger-raveel,1921 - 2013,33
Raja Ravi Varma,/en/raja-ravi-varma,1848 - 1906,48
Eric Ravilious,/en/eric-ravilious,1903 - 1942,102
Man Ray,/en/man-ray,1890 - 1976,82
Jean-Pierre Raynaud,/en/jean-pierre-raynaud,born 1939,10
Omar Rayo,/en/omar-rayo,1928 - 2010,19
Martial Raysse,/en/martial-raysse,born 1936,43
S. H. Raza,/en/s-h-raza,born 1922,16
Granville Redmond,/en/granville-redmond,1871 - 1935,32
Odilon Redon,/en/odilon-redon,1840 - 1916,454
Paul Reed,/en/paul-reed,born 1919,41
Henri Regnault,/en/henri-regnault,1843 - 1871,25
Paula Rego,/en/paula-rego,born 1935,36
Fritz Rehm,/en/fritz-rehm,1871 - 1928,11
Robert Lewis Reid,/en/robert-lewis-reid,1862 - 1929,82
Charles Reiffel,/en/charles-reiffel,1862 - 1942,20
George Philip Reinagle,/en/george-philip-reinagle,1802 - 1835,15
Ad Reinhardt,/en/ad-reinhardt,1913 - 1967,52
Rembrandt,/en/rembrandt,1606 - 1669,774
Frederic Remington,/en/frederic-remington,1861 - 1909,45
Gregg Renfrow,/en/gregg-renfrow,born 1948,12
Guido Reni,/en/guido-reni,1575 - 1642,138
Pierre-Auguste Renoir,/en/pierre-auguste-renoir,1841 - 1919,1404
Ilya Repin,/en/ilya-repin,1844 - 1930,541
Julio Resende,/en/julio-resende,1917 - 2011,29
Milton Resnick,/en/milton-resnick,1917 - 2004,21
Camil Ressu,/en/camil-ressu,1880 - 1962,0
Paul Revere,/en/paul-revere,1734 - 1818,32
Armando Reveron,/en/armando-reveron,1889 - 1954,27
Pablo Rey,/en/pablo-rey,born 1968,30
Joshua Reynolds,/en/joshua-reynolds,1723 - 1792,223
Jason Rhoades,/en/jason-rhoades,1965 - 2006,11
Georges Ribemont-Dessaignes,/en/georges-ribemont-dessaignes,1884 - 1974,14
Jusepe de Ribera,/en/jusepe-de-ribera,1591 - 1652,97
Theodule Ribot,/en/theodule-ribot,1823 - 1891,36
Germaine Richier,/en/germaine-richier,1902 - 1959,19
Daniel Richter,/en/daniel-richter,born 1962,10
Gerhard Richter,/en/gerhard-richter,born 1932,124
Hans Richter,/en/hans-richter,1888 - 1976,25
George Rickey,/en/george-rickey,1907 - 2002,11
Martín Rico y Ortega,/en/martin-rico,1833 - 1908,3
Hyacinthe Rigaud,/en/hyacinthe-rigaud,1659 - 1743,20
Bridget Riley,/en/bridget-riley,born 1931,48
John Riley,/en/john-riley,1646 - 1691,80
Orazio Riminaldi,/en/orazio-riminaldi,1586 - 1630,4
Jean-Paul Riopelle,/en/jean-paul-riopelle,1923 - 2002,22
Edouard Riou,/en/edouard-riou,1833 - 1900,119
Jozsef Rippl-Ronai,/en/jozsef-rippl-ronai,1861 - 1927,34
Arturo Rivera,/en/arturo-rivera,born 1945,4
Diego Rivera,/en/diego-rivera,1886 - 1957,146
Manuel Rivera,/en/manuel-rivera,1927 - 1995,22
Larry Rivers,/en/larry-rivers,1923 - 2002,0
Briton Riviere,/en/briton-riviere,1840 - 1920,49
Hubert Robert,/en/hubert-robert,1733 - 1808,35
David Roberts,/en/david-roberts,1796 - 1864,68
Tom Roberts,/en/tom-roberts,1856 - 1931,95
Christina Robertson,/en/christina-robertson,1796 - 1854,32
Charles Robinson,/en/charles-robinson,1870 - 1937,44
Marietta Robusti,/en/marietta-robusti,c.1560 - 1590,6
Dorothea Rockburne,/en/dorothea-rockburne,born 1932,16
Gerwald Rockenschaub,/en/gerwald-rockenschaub,born 1952,15
Rockwell Kent,/en/rockwell-kent,1882 - 1971,39
Norman Rockwell,/en/norman-rockwell,1894 - 1978,233
Henryk Rodakowski,/en/henryk-rodakowski,1823 - 1894,47
Alexander Rodchenko,/en/alexander-rodchenko,1891 - 1956,143
Lennart Rodhe,/en/lennart-rodhe,1916 - 2005,15
Auguste Rodin,/en/auguste-rodin,1840 - 1917,90
Joaquim Rodrigo,/en/joaquim-rodrigo,1912 - 1996,22
Manuel Rodriguez de Guzman,/en/manuel-rodriguez-de-guzman,1818 - 1867,11
Nicholas Roerich,/en/nicholas-roerich,1874 - 1947,1843
Christian Rohlfs,/en/christian-rohlfs,1849 - 1938,29
Warren Rohrer,/en/warren-rohrer,1927 - 1995,36
